ref_id,head,tail,start codon,stop codon
F59F3.5.2,1,4083,59,3709
F59F3.6.1,1,658,37,558
F59F4.1.1,1,2106,22,2025
F59F4.2.1,1,482,29,226
F59F4.2.2,1,411,41,238
F59F4.2.3,1,440,31,228
F59F4.2.4,1,301,31,228
F59F4.2.5,1,374,31,228
F59F4.2.6,1,293,31,228
F59F4.3.1,1,1770,15,1499
F59F4.4.1,1,1020,28,816
F59F4.4.2,1,1008,16,804
F59F5.1.1,1,2237,153,1505
F59F5.2a.1,1,1927,87,1910
F59F5.3.1,1,2198,38,2083
F59F5.4.1,1,340,1,282
F59F5.5.1,1,1395,47,1225
F59F5.6.1,1,3909,80,3499
F59F5.6.2,1,3880,58,3477
F59F5.7.1,1,2966,126,2732
F59G1.1a.1,1,1706,65,1444
F59G1.1b.1,1,1782,108,1520
F59G1.1b.2,1,1722,48,1460
F59G1.1b.3,1,1768,94,1506
F59G1.1d.1,1,1722,282,1460
F59G1.1d.2,1,1611,171,1349
F59G1.2.1,1,1540,42,1463
F59G1.3.1,1,3017,5,2470
F59G1.3.2,1,3039,27,2492
F59G1.4a.1,1,1869,5,1747
F59G1.4b.1,1,479,1,357
F59G1.5.1,1,2721,66,2072
F59G1.5.2,1,2742,87,2093
F59G1.7.1,1,846,1,411
F59G1.8a.1,1,835,48,653
F59G1.8a.2,1,846,35,640
F59G1.8b.1,1,843,35,649
F59H5.1.1,1,2502,5,2281
F59H6.1.1,1,1344,3,1259
F59H6.10.1,1,1018,5,925
F59H6.11.1,1,1021,15,932
F59H6.12.1,1,804,381,698
F59H6.12.2,1,539,116,433
F59H6.12.3,1,550,127,444
F59H6.12.4,1,527,104,421
F59H6.12.5,1,468,61,378
F59H6.12.6,1,494,71,388
F59H6.14.1,1,608,52,318
F59H6.15.1,1,360,23,337
F59H6.7.1,1,755,254,625
F59H6.8.1,1,971,16,828
F59H6.9.1,1,1007,15,923
H01A20.1.1,1,1741,3,1394
H01G02.1a.1,1,649,37,432
H01G02.1b.1,1,632,35,415
H01G02.1b.2,1,701,104,484
H01G02.1b.3,1,568,38,418
H01G02.2.1,1,1108,91,1062
H01G02.3a.1,1,1743,46,672
H01G02.3b.1,1,1650,46,579
H01G02.3b.2,1,1596,48,581
H01G02.3c.1,1,662,46,465
H01G02.4.1,1,1070,421,861
H01G02.4.2,1,773,333,773
H01G02.4.3,1,565,125,565
H01G02.4.4,1,1013,364,804
H01M10.1.1,1,1053,7,786
H01M10.2.1,1,950,3,785
H01M10.3.1,1,479,10,429
H02F09.2.1,1,617,1,528
H02F09.3.1,1,4035,2,3829
H02I12.1.1,1,4221,4,3963
H02I12.1.2,1,4355,4,3963
H02I12.2.1,1,531,1,531
H02I12.3.1,1,1394,12,1205
H02I12.4.1,1,1016,27,938
H02I12.5.1,1,1309,2,1036
H02I12.6.1,1,636,161,532
H02I12.7.1,1,528,34,417
H02I12.7.2,1,470,21,404
H02I12.7.3,1,468,19,402
H02I12.8.1,1,1627,12,1499
H02K04.1.1,1,987,150,716
H02K04.2.1,1,731,82,660
H03A11.1.1,1,2163,83,1621
H03A11.13.1,1,33,1,33
H03A11.2.1,1,4056,25,3681
H03E18.1.1,1,3718,38,3481
H03E18.2a.1,1,869,154,768
H03E18.2a.2,1,722,7,621
H03E18.2b.1,1,803,1,702
H03G16.1.1,1,543,1,543
H03G16.2.1,1,1191,1,1134
H03G16.4.1,1,1314,30,1181
H03G16.5.1,1,469,16,321
H03G16.6.1,1,186,1,186
H03G16.7.1,1,624,12,461
H04D03.1.1,1,1663,497,1111
H04D03.1.2,1,897,164,778
H04D03.1.3,1,880,164,778
H04D03.2a.1,1,2055,1,1899
H04D03.2b.1,1,348,1,348
H04D03.3.1,1,1705,60,1289
H04D03.3.2,1,1727,82,1311
H04D03.4.1,1,2067,1,2067
H04D03.6a.1,1,344,1,279
H04D03.6b.1,1,398,1,285
H04J21.1.1,1,3099,1,3099
H04J21.2.1,1,975,1,975
H04J21.3a.1,1,2823,5,2680
H04J21.3a.2,1,2833,5,2680
H04J21.3b.1,1,3588,5,2896
H04J21.3c.1,1,1195,5,1015
H04M03.1.1,1,1999,66,1940
H04M03.1.2,1,2229,48,1922
H04M03.11.1,1,753,1,708
H04M03.12a.1,1,988,3,896
H04M03.12b.1,1,1867,98,814
H04M03.12b.2,1,719,3,719
H04M03.2.1,1,351,29,283
H04M03.3.1,1,1148,31,1032
H04M03.4.1,1,1679,2,1432
H04M03.6.1,1,816,1,816
H04M03.8.1,1,954,1,954
H04M03.9.1,1,945,1,945
H05B21.2.1,1,978,1,978
H05B21.3.1,1,1086,1,1086
H05B21.4.1,1,1074,1,1074
H05C05.1a.1,1,3385,1,2463
H05C05.1a.2,1,3535,1,2463
H05C05.1a.3,1,3535,1,2463
H05C05.1a.4,1,3573,1,2463
H05C05.1b.1,1,744,1,660
H05C05.1c.1,1,3592,1,2670
H05C05.1c.2,1,3742,1,2670
H05C05.1c.3,1,3742,1,2670
H05C05.1c.4,1,3780,1,2670
H05C05.2a.1,1,1763,7,1317
H05C05.2a.2,1,1691,9,1319
H05C05.2b.1,1,1756,579,1310
H05C05.2b.2,1,1766,589,1320
H05C05.2b.3,1,1755,578,1309
H05C05.2b.4,1,1749,572,1303
H05C05.2b.5,1,1235,58,789
H05C05.3.1,1,1176,1,1176
H05C05.4.1,1,560,70,393
H05G16.1a.1,1,4292,91,3366
H05G16.1a.2,1,4211,10,3285
H05G16.1b.1,1,3433,61,3267
H05G16.1c.1,1,2573,459,2411
H05L03.3.1,1,601,18,236
H05L03.3.2,1,538,18,236
H05L03.3.3,1,409,18,236
H05L03.3.4,1,627,44,262
H05L14.1.1,1,2529,80,2464
H05L14.1.2,1,2530,80,2464
H05L14.2a.1,1,5495,177,5051
H05L14.2a.2,1,5497,177,5051
H05L14.2a.3,1,5365,45,4919
H05L14.2b.1,1,5489,177,5045
H05L14.2b.2,1,5491,177,5045
H05L14.2b.3,1,5359,45,4913
H05L14.2c.1,1,5513,243,5069
H05L14.2c.2,1,5515,243,5069
H05L14.2d.1,1,4915,32,4471
H05L14.2d.2,1,4917,32,4471
H05L14.2e.1,1,5480,177,4874
H05L14.2e.2,1,5348,45,4742
H05L14.3.1,1,2001,1,1638
H06A10.1.1,1,1165,149,1024
H06A10.2.1,1,1021,29,946
H06H21.1.1,1,1146,1,1146
H06H21.10a.1,1,4168,1,3945
H06H21.10b.1,1,4050,1,3813
H06H21.10c.1,1,3795,1,3795
H06H21.10d.1,1,3900,1,3900
H06H21.10e.1,1,4155,1,3918
H06H21.10f.1,1,4273,1,4050
H06H21.11.1,1,570,28,459
H06H21.2.1,1,1200,55,1200
H06H21.3.1,1,956,3,653
H06H21.37.1,1,833,11,346
H06H21.6.1,1,1647,170,1483
H06H21.6.2,1,1637,160,1473
H06H21.6.3,1,1619,142,1455
H06H21.6.4,1,1597,120,1433
H06H21.6.5,1,1605,128,1441
H06H21.6.6,1,1601,124,1437
H06H21.6.7,1,1529,52,1365
H06H21.8a.1,1,1311,58,1068
H06H21.8b.1,1,1358,58,1224
H06H21.9.1,1,1295,55,1263
H06I04.1a.1,1,1531,6,1376
H06I04.1b.1,1,1292,6,1292
H06I04.1c.1,1,696,1,696
H06I04.1d.1,1,1385,10,1230
H06I04.1e.1,1,935,1,780
H06I04.2a.1,1,1092,31,1002
H06I04.2b.1,1,801,1,711
H06I04.3a.1,1,2751,30,2531
H06I04.3a.2,1,2797,30,2531
H06I04.3b.1,1,2180,30,2180
H06I04.3c.1,1,2390,30,2390
H06I04.4a.1,1,559,19,510
H06I04.4a.2,1,558,19,510
H06I04.4a.3,1,572,30,521
H06I04.4b.1,1,555,26,169
H06I04.4b.2,1,309,21,164
H06I04.4b.3,1,325,21,164
H06I04.5.1,1,3609,193,3609
H06I04.6a.1,1,980,538,885
H06I04.6a.2,1,701,259,606
H06I04.6a.3,1,877,436,783
H06I04.6a.4,1,959,532,879
H06I04.6a.5,1,956,529,876
H06I04.6b.1,1,1048,22,909
H06I04.6b.2,1,1484,22,909
H06I04.6b.3,1,1044,21,908
H06I04.6b.4,1,1511,20,907
H06I04.7.1,1,301,69,287
H06O01.1.1,1,1702,11,1477
H06O01.1.2,1,1695,4,1470
H06O01.1.3,1,1727,36,1502
H06O01.1.4,1,1646,11,1477
H06O01.2.1,1,4847,16,4401
H06O01.3a.1,1,1563,278,1429
H06O01.3b.1,1,1001,1,867
H06O01.3c.1,1,854,1,720
H08J19.1.1,1,396,1,297
H08M01.1.1,1,1134,36,1064
H08M01.2b.1,1,4134,16,4041
H08M01.2c.1,1,1695,1,1602
H08M01.2d.1,1,756,1,675
H09F14.1a.1,1,1466,86,1210
H09F14.1b.1,1,1206,1,1206
H09F14.1c.1,1,1179,1,1179
H09F14.1d.1,1,960,1,960
H09F14.1e.1,1,987,1,987
H09G03.1.1,1,912,1,912
H09G03.2a.1,1,2613,13,2457
H09G03.2b.1,1,2725,8,2569
H09G03.2b.2,1,2736,19,2580
H09G03.2c.1,1,2377,13,2367
H10D18.1.1,1,913,62,592
H10D18.2.1,1,702,4,630
H10D18.3.1,1,1176,1,1176
H10D18.4.1,1,697,1,627
H10D18.5a.1,1,1377,58,1086
H10D18.5b.1,1,1620,148,1329
H10D18.5b.2,1,1517,43,1224
H10D18.5c.1,1,1392,45,1100
H10D18.5d.1,1,1233,1,942
H10E21.1a.1,1,857,534,797
H10E21.1a.2,1,974,651,914
H10E21.1a.3,1,1321,998,1261
H10E21.1a.4,1,682,359,622
H10E21.1a.5,1,360,37,300
H10E21.1b.1,1,792,1,732
H10E21.2.1,1,1741,461,1741
H10E21.2.2,1,1661,381,1661
H10E21.3a.1,1,1601,117,1577
H10E21.3b.1,1,1573,1,1515
H10E21.4.1,1,928,113,823
H10E21.5.1,1,1663,18,1439
H11E01.1.1,1,702,1,702
H11E01.2.1,1,1609,30,1442
H11E01.3a.1,1,4917,1,4341
H11E01.3b.1,1,4974,1,4398
H11E01.3c.1,1,5113,38,4537
H11E01.3d.1,1,5170,38,4594
H11L12.1.1,1,983,25,783
H12C20.2.1,1,2865,363,2780
H12C20.2.2,1,2923,418,2835
H12C20.3a.1,1,3413,21,1178
H12C20.3b.1,1,2547,1,312
H12C20.5.1,1,969,1,969
H12C20.6a.1,1,1219,1,1176
H12C20.7.1,1,586,20,349
H12D21.1.1,1,105,1,105
H12D21.10a.1,1,1763,96,1667
H12D21.10b.1,1,460,1,363
H12D21.11.1,1,1080,1,1080
H12D21.12.1,1,200,33,137
H12D21.13.1,1,265,99,203
H12D21.13.2,1,459,293,397
H12D21.13.3,1,298,132,236
H12D21.14.1,1,105,1,105
H12D21.15.1,1,105,1,105
H12D21.2a.1,1,591,1,591
H12D21.2b.1,1,1328,618,974
H12D21.3.1,1,252,1,252
H12D21.4.1,1,1068,120,995
H12D21.5.1,1,592,54,536
H12D21.6.1,1,492,1,492
H12D21.7a.1,1,998,5,925
H12D21.7b.1,1,1273,142,1200
H12D21.7c.1,1,1183,163,1110
H12D21.7c.2,1,1150,130,1077
H12D21.7c.3,1,1198,178,1125
H12D21.9a.1,1,961,1,873
H12D21.9b.1,1,1106,104,1018
H12I13.1.1,1,2733,1,2733
H12I13.4.1,1,2253,124,1968
H12I13.6.1,1,316,32,259
H12I19.1.1,1,984,1,984
H12I19.115.1,1,84,1,84
H12I19.2.1,1,975,1,975
H12I19.4a.1,1,2301,322,2301
H12I19.5.1,1,1999,35,1801
H12I19.7.1,1,888,1,888
H13N06.2.1,1,1604,15,1379
H13N06.3.1,1,1950,70,1389
H13N06.3.2,1,1785,40,1359
H13N06.4a.1,1,1823,2,1627
H13N06.4b.1,1,2004,2,538
H13N06.5.1,1,1571,17,1405
H13N06.6a.1,1,1869,14,1771
H13N06.6b.1,1,2068,1,1974
H13N06.6c.1,1,2019,101,1921
H13N06.7.1,1,654,1,654
H14A12.2a.1,1,1679,1,1506
H14A12.2a.2,1,1622,1,1506
H14A12.2b.1,1,1646,496,1482
H14A12.2b.10,1,1666,514,1500
H14A12.2b.11,1,1612,460,1446
H14A12.2b.2,1,1489,337,1323
H14A12.2b.3,1,1576,424,1410
H14A12.2b.4,1,1634,480,1466
H14A12.2b.5,1,1653,501,1487
H14A12.2b.6,1,1621,469,1455
H14A12.2b.7,1,1638,486,1472
H14A12.2b.8,1,1622,470,1456
H14A12.2b.9,1,1618,466,1452
H14A12.3.1,1,1227,127,1005
H14A12.4.1,1,847,68,826
H14A12.5.1,1,632,213,611
H14A12.5.2,1,587,172,570
H14A12.6.1,1,210,25,153
H14A12.6.2,1,236,51,179
H14A12.7.1,1,236,58,189
H14E04.1.1,1,1113,30,1034
H14E04.1.2,1,1126,43,1047
H14E04.2a.1,1,2004,6,1733
H14E04.2a.2,1,2029,31,1758
H14E04.2b.1,1,2018,12,1748
H14E04.2c.1,1,2025,6,1754
H14E04.2d.1,1,2001,369,1730
H14E04.2d.2,1,1765,133,1494
H14E04.3.1,1,638,5,571
H14E04.5.1,1,1087,101,1009
H14N18.1a.1,1,2038,261,1637
H14N18.1b.1,1,1601,1,1200
H14N18.1c.1,1,1776,2,1375
H14N18.1c.2,1,2741,967,2340
H14N18.1c.3,1,1883,109,1482
H14N18.2.1,1,968,22,906
H14N18.3.1,1,496,2,469
H14N18.3.2,1,548,2,469
H14N18.4a.1,1,2311,1,1959
H14N18.4a.2,1,2620,1,1959
H14N18.4b.1,1,2437,217,2085
H14N18.4b.2,1,2746,217,2085
H14N18.4c.1,1,2664,41,1975
H14N18.4c.2,1,2290,4,1938
H14N18.4d.1,1,2750,217,2061
H14N18.4d.2,1,2413,217,2061
H15N14.1c.1,1,3107,21,2915
H15N14.1d.1,1,2851,5,2743
H15N14.1e.1,1,3123,259,2940
H15N14.1f.1,1,3119,5,307
H15N14.1g.1,1,370,23,370
H15N14.2a.1,1,2804,24,2498
H15N14.2b.1,1,2583,1,2277
H16D19.1.1,1,1242,1,1242
H16D19.3.1,1,996,46,996
H16O14.1a.1,1,3728,1,3186
H16O14.1b.1,1,3913,132,3371
H16O14.1c.1,1,4127,277,3585
H16O14.1d.1,1,3932,1,3390
H16O14.1e.1,1,3560,1,3018
H17B01.1a.1,1,1625,3,1481
H17B01.1b.1,1,1677,1,1533
H17B01.2.1,1,1401,1,1401
H17B01.4a.1,1,3044,5,2845
H17B01.4b.1,1,1192,5,1192
H17B01.5.1,1,609,27,308
H18N23.2a.1,1,2148,8,1042
H18N23.2b.1,1,2213,1,1107
H18N23.2c.1,1,2299,129,1193
H19J13.1.1,1,2048,3,1862
H19J13.2.1,1,288,1,288
H19M22.2a.1,1,13244,14,12856
H19M22.2b.1,1,13755,14,13366
H19M22.2c.1,1,1628,85,1245
H19M22.2d.1,1,2889,14,2740
H19M22.3a.1,1,2348,183,1742
H19M22.3b.1,1,2254,205,510
H19M22.3b.2,1,2244,168,473
H19M22.3c.1,1,1968,1,1362
H19N07.1a.1,1,1968,22,1620
H19N07.1a.2,1,1894,22,1620
H19N07.1a.3,1,2017,34,1632
H19N07.1b.1,1,489,10,138
H19N07.2a.1,1,4199,131,3532
H19N07.2b.1,1,4191,131,3523
H19N07.2c.1,1,4208,131,3538
H19N07.2d.1,1,4196,131,3529
H19N07.2e.1,1,4193,131,3526
H19N07.2f.1,1,4202,131,3535
H19N07.2g.1,1,4187,131,3520
H19N07.2h.1,1,4199,131,3529
H19N07.2h.2,1,3756,131,3529
H19N07.2i.1,1,4208,131,3541
H19N07.2j.1,1,4199,131,3532
H19N07.2j.2,1,4205,137,3538
H19N07.2k.1,1,4217,131,3547
H19N07.2k.2,1,4219,133,3549
H19N07.2l.1,1,4205,131,3538
H19N07.2l.2,1,4211,137,3544
H19N07.2m.1,1,4197,131,3535
H19N07.2n.1,1,4211,131,3544
H19N07.2n.2,1,4217,137,3550
H19N07.2o.1,1,4199,131,3529
H19N07.2o.2,1,4205,137,3535
H19N07.2p.1,1,4208,131,3538
H19N07.2p.2,1,3765,131,3538
H19N07.3a.1,1,695,1,507
H19N07.3a.2,1,737,1,507
H19N07.3a.3,1,762,26,532
H19N07.3b.1,1,581,1,393
H19N07.3b.2,1,600,1,393
H19N07.4a.1,1,1833,20,1516
H19N07.4a.2,1,1919,106,1602
H19N07.4b.1,1,1272,1,951
H20E11.1a.1,1,1760,90,1535
H20E11.2.1,1,1247,1,1092
H20E11.3.1,1,1368,79,1164
H20J04.1.1,1,2633,59,2590
H20J04.2.1,1,4715,1,4284
H20J04.3.1,1,1648,96,1034
H20J04.4a.1,1,1476,10,1476
H20J04.4b.1,1,2607,10,1695
H20J04.4b.2,1,1912,10,1695
H20J04.5.1,1,565,1,426
H20J04.5.2,1,669,105,530
H20J04.6.1,1,846,5,511
H20J04.7.1,1,1014,1,1014
H20J04.8.1,1,945,7,768
H20J04.8.2,1,990,7,768
H20J04.9.1,1,918,11,817
H20J18.1a.1,1,3677,99,2942
H20J18.1a.2,1,3581,3,2846
H20J18.1a.3,1,3437,3,2846
H20J18.1b.1,1,3556,99,2828
H20J18.1b.2,1,3460,3,2732
H20J18.1c.1,1,4036,63,3308
H20J18.1c.2,1,3899,63,3308
H20J18.1d.1,1,3583,99,2855
H20J18.1d.2,1,3487,3,2759
H20J18.1e.1,1,3631,99,2903
H20J18.1e.2,1,3535,3,2807
H20J18.1f.1,1,3622,99,2894
H20J18.1f.2,1,3526,3,2798
H20J18.1f.3,1,3994,471,3266
H20J18.1f.4,1,3624,101,2896
H20J18.1g.1,1,3514,99,2786
H20J18.1g.2,1,3418,3,2690
H20J18.1h.1,1,3562,99,2834
H20J18.1h.2,1,3466,3,2738
H20J18.1h.3,1,3569,106,2841
H21P03.1.1,1,969,218,688
H21P03.1.2,1,647,34,504
H21P03.10.1,1,276,1,276
H21P03.2.1,1,1294,8,1201
H21P03.2.2,1,1535,12,1205
H21P03.3a.1,1,1947,92,1381
H21P03.3b.1,1,1983,8,1417
H21P03.3c.1,1,1625,1,1059
H21P03.3d.1,1,1814,1,1248
H22D07.1.1,1,1515,5,1276
H22D14.1.1,1,1076,42,1076
H22K11.1.1,1,1468,128,1324
H22K11.2.1,1,1993,24,1952
H22K11.3.1,1,800,22,717
H22K11.3.2,1,750,55,750
H22K11.4a.1,1,1514,91,1467
H22K11.4b.1,1,1097,1,1047
H23L24.1.1,1,658,87,644
H23L24.2.1,1,1913,377,1870
H23L24.3a.1,1,1875,5,1828
H23L24.3b.1,1,2172,2,2125
H23L24.4.1,1,1232,3,1073
H23L24.5.1,1,1682,1,1458
H23N18.1.1,1,1660,42,1640
H23N18.2.1,1,1656,31,1626
H23N18.3.1,1,1758,71,1666
H23N18.4.1,1,1702,17,1444
H23N18.5.1,1,401,2,328
H23N18.6.1,1,873,107,469
H24D24.1.1,1,1050,1,1050
H24G06.1a.1,1,5513,185,5158
H24G06.1b.1,1,5276,185,4921
H24G06.1d.1,1,2227,1,1872
H24G06.1e.1,1,2377,1,2022
H24G06.1f.1,1,2464,1,2109
H24G06.1g.1,1,2140,1,1785
H24K24.2a.1,1,1422,1,1422
H24K24.2b.1,1,1353,1,1353
H24K24.2c.1,1,987,1,987
H24K24.2d.1,1,591,1,591
H24K24.3a.1,1,1350,33,1187
H24K24.3b.1,1,1363,35,1195
H24K24.4a.1,1,2432,6,1817
H24K24.4a.2,1,2450,19,1830
H24K24.4b.1,1,1470,1,858
H24K24.4c.1,1,405,1,405
H24K24.4d.1,1,189,1,189
H24K24.4e.1,1,51,1,51
H24K24.5a.1,1,1751,119,1675
H24K24.5b.1,1,614,1,543
H24O09.1a.1,1,897,1,897
H24O09.1b.1,1,312,1,312
H24O09.2.1,1,1262,126,1166
H25K10.1.1,1,1456,32,1282
H25K10.2.1,1,291,1,291
H25K10.3.1,1,1044,1,1044
H25K10.4.1,1,387,1,387
H25K10.5.1,1,1551,1,1551
H25K10.6.1,1,1479,1,1479
H25K10.7a.1,1,1188,1,1188
H25P06.1.1,1,1982,19,1677
H25P06.2a.1,1,2803,6,1343
H25P06.2b.1,1,1604,6,1442
H25P06.4.1,1,927,1,927
H25P06.5.1,1,751,1,423
H25P19.1.1,1,1207,32,1081
H26D21.1.1,1,922,11,844
H26D21.2.1,1,2639,15,2564
H26D21.2.2,1,2733,108,2657
H27A22.1a.1,1,1242,1,1029
H27A22.1b.1,1,1284,1,1071
H27C11.1a.1,1,2193,157,1476
H27C11.1a.2,1,2203,157,1476
H27C11.1a.3,1,2417,164,1483
H27C11.1a.4,1,2205,160,1479
H27C11.1b.1,1,1935,199,1218
H27C11.1b.2,1,1888,142,1161
H27C11.1b.3,1,1866,142,1161
H27C11.1b.4,1,2192,446,1465
H27C11.1b.5,1,2150,404,1423
H27C11.1b.6,1,3284,1538,2557
H27D07.2.1,1,1086,1,1086
H27D07.3a.1,1,1107,1,1107
H27D07.3b.1,1,1098,1,1098
H27D07.4.1,1,1116,1,1116
H27D07.5.1,1,1119,1,1119
H27D07.6.1,1,1078,21,1076
H27M09.1.1,1,1978,10,1902
H27M09.1.2,1,2063,10,1902
H27M09.2.1,1,858,16,651
H27M09.3.1,1,2044,84,1901
H27M09.4.1,1,1053,35,1003
H27M09.5.1,1,1122,4,1029
H27M09.5.2,1,1183,4,1029
H28G03.1a.1,1,2131,31,1041
H28G03.1a.2,1,1965,31,1041
H28G03.1a.3,1,2033,35,1045
H28G03.1b.1,1,2038,1,948
H28G03.1c.1,1,2128,31,1038
H28G03.1c.2,1,2217,120,1127
H28G03.2a.1,1,1941,65,1711
H28G03.2a.2,1,2376,65,1711
H28G03.2b.1,1,1557,431,1327
H28G03.2b.2,1,1992,431,1327
H28G03.2c.1,1,1365,308,1135
H28G03.2c.10,1,1294,233,1060
H28G03.2c.11,1,1725,233,1060
H28G03.2c.12,1,1189,128,955
H28G03.2c.2,1,1780,723,1550
H28G03.2c.3,1,1384,327,1154
H28G03.2c.4,1,1215,158,985
H28G03.2c.5,1,1342,285,1112
H28G03.2c.6,1,1337,280,1107
H28G03.2c.7,1,1896,835,1662
H28G03.2c.8,1,1884,823,1650
H28G03.2c.9,1,1280,219,1046
H28G03.3.1,1,753,1,753
H28G03.6.1,1,5542,20,5254
H28O16.1a.1,1,1972,114,1730
H28O16.1a.2,1,2022,114,1730
H28O16.1a.3,1,1908,114,1730
H28O16.1a.4,1,1941,114,1730
H28O16.1a.5,1,1939,114,1730
H28O16.1a.6,1,1896,114,1730
H28O16.1a.7,1,1927,114,1730
H28O16.1a.8,1,1873,114,1730
H28O16.1d.1,1,1864,37,1572
H28O16.1d.10,1,1952,125,1660
H28O16.1d.11,1,1955,128,1663
H28O16.1d.12,1,1958,131,1666
H28O16.1d.13,1,1952,125,1660
H28O16.1d.14,1,1945,118,1653
H28O16.1d.15,1,1949,122,1657
H28O16.1d.16,1,1892,65,1600
H28O16.1d.17,1,1939,112,1647
H28O16.1d.18,1,1910,83,1618
H28O16.1d.19,1,1843,105,1640
H28O16.1d.2,1,1750,37,1572
H28O16.1d.20,1,1894,67,1602
H28O16.1d.21,1,1909,82,1617
H28O16.1d.3,1,1783,37,1572
H28O16.1d.4,1,1781,37,1572
H28O16.1d.5,1,1769,37,1572
H28O16.1d.6,1,1715,37,1572
H28O16.1d.7,1,1976,149,1684
H28O16.1d.8,1,1953,126,1661
H28O16.1d.9,1,1963,136,1671
H28O16.2.1,1,1570,14,1450
H29C22.1.1,1,538,30,467
H30A04.1a.1,1,3262,103,2529
H30A04.1a.2,1,3162,103,2529
H30A04.1a.3,1,3312,153,2579
H30A04.1b.1,1,3267,103,2535
H31B20.2.1,1,375,1,375
H31G24.1.1,1,392,1,330
H31G24.3.1,1,1064,1,891
H31G24.4.1,1,1334,18,1037
H31G24.4.2,1,1226,18,1037
H31G24.4.3,1,1475,74,1093
H32C10.1a.1,1,1307,11,1255
H32C10.1b.1,1,1327,46,1275
H32C10.1b.2,1,1327,42,1271
H32C10.1c.1,1,384,1,384
H32C10.2a.1,1,947,10,741
H32C10.2b.1,1,693,2,502
H32C10.3.1,1,2031,48,1829
H32K16.1.1,1,1866,244,1689
H32K16.2.1,1,457,108,320
H32K21.1.1,1,609,139,360
H32K21.1.2,1,475,3,224
H34C03.1.1,1,1606,83,1519
H34C03.1.2,1,1733,83,1519
H34C03.2a.1,1,3568,33,2735
H34C03.2b.1,1,3808,33,2975
H34I24.1.1,1,851,46,822
H34I24.2.1,1,1628,128,1504
H34P18.1b.1,1,504,1,483
H35B03.1.1,1,1527,48,1376
H35B03.1.2,1,1540,48,1376
H35B03.2c.1,1,1310,4,1167
H35B03.2d.1,1,1275,5,1132
H35N03.1.1,1,1757,73,1692
H35N09.1.1,1,527,4,351
H35N09.2.1,1,1076,44,478
H36L18.1.1,1,1323,106,1323
H37A05.1.1,1,3063,129,2513
H37A05.2.1,1,1397,1,1260
H37A05.4a.1,1,916,1,846
H37A05.4b.1,1,798,1,798
H37N21.1.1,1,3746,1,1950
H38K22.1.1,1,4928,5,4717
H38K22.1.2,1,4957,34,4746
H38K22.2a.1,1,1551,22,909
H38K22.2a.2,1,1126,22,909
H38K22.2a.3,1,1141,22,909
H38K22.2a.4,1,1664,24,911
H38K22.2a.5,1,1524,24,911
H38K22.2b.1,1,1393,24,752
H38K22.2b.2,1,1156,16,744
H38K22.2b.3,1,961,16,744
H38K22.2b.4,1,976,16,744
H38K22.3.1,1,1277,1,981
H38K22.4.1,1,138,1,138
H38K22.5a.1,1,2422,47,1903
H38K22.5a.2,1,2698,323,2179
H38K22.5a.3,1,2677,302,2158
H38K22.5b.1,1,2416,47,1900
H38K22.5b.2,1,2691,322,2175
H38K22.5c.1,1,2142,47,1735
H38K22.5c.2,1,2010,322,2010
H38K22.5d.1,1,942,1,426
H38K22.6.1,1,396,67,369
H38K22.7.1,1,398,50,370
H38K22.9.1,1,324,147,224
H38K22.9.2,1,303,115,192
H38K22.9.3,1,249,61,138
H38K22.9.4,1,247,59,136
H38K22.9.5,1,206,18,95
H39E20.1.1,1,1081,854,1003
H39E23.1a.1,1,4366,20,3598
H39E23.1b.1,1,4075,17,3307
H39E23.1c.1,1,3957,1,3189
H39E23.1d.1,1,4419,1,3651
H39E23.1e.1,1,4673,1,2901
H39E23.1e.10,1,3880,1,2901
H39E23.1e.2,1,4364,1,2901
H39E23.1e.3,1,4789,1,2901
H39E23.1e.4,1,4594,1,2901
H39E23.1e.5,1,4659,1,2901
H39E23.1e.6,1,3441,1,2901
H39E23.1e.7,1,3207,1,2901
H39E23.1e.8,1,3659,1,2901
H39E23.1e.9,1,3871,1,2901
H39E23.1f.1,1,4080,1,3312
H39E23.1g.1,1,3894,1,3126
H39E23.1h.1,1,2886,1,2118
H39E23.1i.1,1,1458,1,690
H39E23.1j.1,1,4371,1,3603
H39E23.1k.1,1,2553,1,1785
H39E23.1l.1,1,4356,268,3588
H39E23.1m.1,1,5162,1,3390
H39E23.1m.10,1,4369,1,3390
H39E23.1m.2,1,4853,1,3390
H39E23.1m.3,1,5278,1,3390
H39E23.1m.4,1,5083,1,3390
H39E23.1m.5,1,5148,1,3390
H39E23.1m.6,1,3930,1,3390
H39E23.1m.7,1,3696,1,3390
H39E23.1m.8,1,4148,1,3390
H39E23.1m.9,1,4360,1,3390
H39E23.2.1,1,684,1,684
H39E23.3.1,1,2341,1,2241
H40L08.1.1,1,1820,215,1549
H40L08.2a.1,1,787,276,599
H40L08.2a.2,1,769,258,581
H40L08.2a.3,1,726,215,538
H40L08.2b.1,1,616,111,428
H40L08.3a.1,1,2944,1,2913
H40L08.3b.1,1,1888,220,1857
H40L08.3b.2,1,1720,52,1689
H40L08.7.1,1,979,138,317
H40L08.7.2,1,356,138,317
H40L08.8.1,1,33,1,33
H40L08.9.1,1,318,1,318
H41C03.1.1,1,1428,129,1319
H41C03.2.1,1,1071,1,1071
