ref_id,length
R07B7.12a.1,1672
R07B7.12b.1,90
R07B7.13a.1,1431
R07B7.13b.1,1069
R07B7.14.1,1350
R07B7.15.1,1342
R07B7.16.1,1548
R07B7.2a.1,2128
R07B7.2b.1,2119
R07B7.2c.1,2134
R07B7.2d.1,2125
R07B7.3a.1,1287
R07B7.4a.1,1447
R07B7.4a.2,1509
R07B7.4b.1,1338
R07B7.5.1,1459
R07B7.6a.1,1586
R07B7.6b.1,1329
R07B7.8.1,1822
R07B7.8.2,1777
R07B7.9a.1,1654
R07B7.9b.1,1689
R07C12.1.1,1150
R07C12.3.1,813
R07C3.1.1,1748
R07C3.10.1,1200
R07C3.11a.1,1323
R07C3.11b.1,1206
R07C3.13a.1,762
R07C3.15.1,1251
R07C3.2a.1,1111
R07C3.2b.1,669
R07C3.3.1,1437
R07C3.4.1,2194
R07C3.5.1,955
R07C3.6.1,1278
R07C3.7.1,1309
R07C3.8.1,1204
R07C3.9.1,960
R07D5.1a.1,2606
R07D5.1a.2,2701
R07D5.1b.1,2309
R07D5.1c.1,2590
R07D5.1c.2,2420
R07D5.1d.1,2659
R07D5.1e.1,2653
R07D5.1f.1,2352
R07D5.1g.1,2424
R07D5.1h.1,2391
R07D5.1i.1,2485
R07D5.1j.1,2600
R07D5.2.1,2648
R07E3.1a.1,1421
R07E3.1b.1,1194
R07E3.2.1,669
R07E3.3a.1,1344
R07E3.3b.1,1307
R07E3.4.1,1095
R07E3.4.2,1255
R07E3.4.3,1206
R07E3.4.4,1228
R07E3.5a.1,1688
R07E3.5b.1,1496
R07E3.6.1,3126
R07E3.7.1,1154
R07E3.7.2,1214
R07E4.1a.1,3738
R07E4.1b.1,3755
R07E4.3.1,367
R07E4.4.1,1924
R07E4.5.1,2605
R07E4.5.2,2618
R07E4.6a.1,2169
R07E4.6a.2,2082
R07E4.6a.3,2039
R07E4.6a.4,1962
R07E4.6b.1,2079
R07E4.6b.2,1994
R07E4.6b.3,1951
R07E4.6b.4,2267
R07E4.6c.1,2185
R07E4.6c.2,2098
R07E4.6c.3,2055
R07E4.6c.4,1976
R07E5.1.1,2556
R07E5.10.1,1395
R07E5.10.2,1561
R07E5.11.1,463
R07E5.13.1,526
R07E5.13.2,536
R07E5.14.1,681
R07E5.14.2,575
R07E5.15.1,911
R07E5.17.1,1172
R07E5.19.1,523
R07E5.2.1,770
R07E5.3.1,1358
R07E5.4.1,852
R07E5.4.2,969
R07E5.4.3,870
R07E5.5.1,588
R07E5.6.1,1471
R07E5.7.1,733
R07E5.8a.1,2269
R07E5.8a.2,2263
R07E5.8b.1,1100
R07E5.8c.1,785
R07G3.1.1,1346
R07G3.1.2,1280
R07G3.2.1,1088
R07G3.3a.1,6080
R07G3.3a.2,6085
R07G3.3b.1,6089
R07G3.3b.2,6092
R07G3.3d.1,6089
R07G3.3d.2,6094
R07G3.3e.1,6086
R07G3.3e.2,6091
R07G3.5.1,1008
R07G3.5.2,1011
R07G3.5.3,990
R07G3.6.1,1170
R07G3.7a.1,1736
R07G3.7b.1,1565
R07G3.7b.2,1333
R07G3.8.1,1282
R07G3.9.1,573
R07H5.1.1,1081
R07H5.1.2,1022
R07H5.10a.1,977
R07H5.10b.1,1012
R07H5.11a.1,694
R07H5.11b.1,574
R07H5.16.1,168
R07H5.2a.1,2126
R07H5.2b.1,1616
R07H5.2c.1,515
R07H5.3a.1,913
R07H5.3a.2,961
R07H5.3c.1,752
R07H5.4.1,721
R07H5.4.2,786
R07H5.7.1,890
R07H5.8.1,1277
R07H5.8.2,1161
R07H5.9.1,1059
R08A2.1.1,957
R08A2.2.1,1196
R08A2.3.1,424
R08A2.4.1,767
R08A2.5a.1,982
R08A2.5b.1,889
R08A2.7.1,600
R08A2.9.1,156
R08B4.1.1,3817
R08B4.1.2,3723
R08B4.2.1,1877
R08B4.3.1,776
R08B4.4.1,710
R08B4.5.1,495
R08C7.1.1,144
R08C7.10a.1,2478
R08C7.10b.1,2484
R08C7.10c.1,2803
R08C7.10d.1,2809
R08C7.10e.1,546
R08C7.11.1,165
R08C7.12a.1,1141
R08C7.12b.1,1805
R08C7.12c.1,1343
R08C7.12d.1,927
R08C7.13.1,1187
R08C7.2a.1,1289
R08C7.2c.1,763
R08C7.2d.1,565
R08C7.3.1,734
R08C7.3.2,917
R08C7.3.3,906
R08C7.3.4,948
R08C7.4.1,1433
R08C7.5a.1,1657
R08C7.5b.1,1611
R08C7.6.1,1771
R08C7.7.1,1071
R08C7.8.1,1191
R08C7.9.1,1460
R08D7.1.1,1565
R08D7.2.1,1408
R08D7.2.2,1458
R08D7.3.1,1815
R08D7.4a.1,1394
R08D7.4a.2,1366
R08D7.4a.3,1301
R08D7.4b.1,1356
R08D7.4b.2,1340
R08D7.4b.3,1368
R08D7.4b.4,1223
R08D7.4b.5,1321
R08D7.4b.6,1414
R08D7.4b.7,1355
R08D7.4b.8,1597
R08D7.4b.9,1275
R08D7.5.1,642
R08D7.6a.1,3240
R08D7.6a.2,3336
R08D7.6b.1,3231
R08D7.7.1,1661
R08D7.7.2,1744
R08E3.1a.1,5953
R08E3.1b.1,6500
R08E3.1b.2,5995
R08E3.3a.1,1387
R08E3.3b.1,1874
R08E3.4a.1,1520
R08E3.4b.1,2150
R08E5.1a.1,1053
R08E5.1b.1,1074
R08E5.1b.2,1110
R08E5.1b.3,1040
R08E5.2.1,1102
R08E5.3.1,2378
R08E5.4.1,496
R08F11.1a.1,2997
R08F11.1b.1,1523
R08F11.2.1,1002
R08F11.3.1,1656
R08F11.4.1,1232
R08F11.5.1,1146
R08F11.7.1,2442
R08H2.1.1,1080
R08H2.1.2,1082
R08H2.13.1,1008
R08H2.2.1,1020
R08H2.3.1,942
R08H2.4.1,963
R08H2.5.1,1062
R08H2.7.1,1035
R08H2.9.1,1005
R09A1.1a.1,3661
R09A1.1b.1,2432
R09A1.1c.1,1583
R09A1.1d.1,1214
R09A1.2a.1,1648
R09A1.2a.2,1226
R09A1.2b.1,541
R09A1.2c.1,274
R09A1.3.1,1025
R09A1.5a.1,638
R09A1.5b.1,742
R09A8.1a.1,3698
R09A8.1b.1,2089
R09A8.2.1,3111
R09A8.3.1,3107
R09A8.3.2,3199
R09A8.3.3,2949
R09A8.5.1,930
R09A8.9.1,356
R09B3.1a.1,985
R09B3.1a.2,1005
R09B3.1a.3,983
R09B3.1b.1,951
R09B3.2.1,466
R09B3.2.2,369
R09B3.3.1,420
R09B3.3.2,396
R09B3.4.1,687
R09B3.5.1,602
R09B5.10.1,207
R09B5.11.1,1691
R09B5.11.2,1672
R09B5.12a.1,1191
R09B5.12b.1,1113
R09B5.13.1,279
R09B5.2.1,256
R09B5.3a.1,360
R09B5.3a.2,352
R09B5.3a.3,311
R09B5.3b.1,311
R09B5.4.1,1630
R09B5.5.1,1277
R09B5.6.1,1022
R09B5.6.2,1140
R09B5.7a.1,732
R09B5.7b.1,1026
R09B5.8.1,443
R09B5.9.1,435
R09D1.1.1,1306
R09D1.10.1,1479
R09D1.11a.1,1496
R09D1.12.1,1489
R09D1.13.1,1167
R09D1.14.1,453
R09D1.2.1,1344
R09D1.3.1,1310
R09D1.5.1,1350
R09D1.6.1,1531
R09D1.8.1,1432
R09D1.8.2,1422
R09E10.1.1,1094
R09E10.1.2,1060
R09E10.1.3,1033
R09E10.13.1,406
R09E10.2.1,696
R09E10.3.1,2217
R09E10.5.1,4987
R09E10.6.1,1054
R09E10.7.1,5538
R09E10.8.1,354
R09E12.1.1,891
R09E12.2.1,876
R09E12.3.1,1176
R09E12.3.2,1176
R09E12.3.3,1045
R09E12.4.1,1008
R09E12.8.1,873
R09E12.9.1,479
R09F10.1.1,1401
R09F10.2.1,1212
R09F10.3.1,1707
R09F10.4.1,1704
R09F10.5.1,708
R09F10.6.1,1035
R09F10.7.1,1302
R09F10.7.2,1298
R09F10.8.1,1252
R09F10.9.1,412
R09G11.1.1,1287
R09G11.2a.1,2554
R09G11.2a.2,2361
R09G11.2c.1,2340
R09G11.2c.2,2539
R09G11.2d.1,1488
R09G11.2d.2,1568
R09H10.1.1,1018
R09H10.2a.1,1113
R09H10.3a.1,468
R09H10.3b.1,434
R09H10.4.1,2948
R09H10.5.1,4994
R09H10.5.2,5074
R09H10.6.1,558
R09H10.7.1,524
R09H3.2.1,120
R09H3.3.1,1034
R09H3.3.2,985
R102.1.1,483
R102.10.1,1098
R102.11a.1,657
R102.11b.1,349
R102.2.1,495
R102.3.1,1247
R102.4a.1,1352
R102.4a.2,1377
R102.4b.1,1409
R102.4c.1,1264
R102.4d.1,1356
R102.4d.2,1432
R102.4d.3,1431
R102.4d.4,1635
R102.4d.5,1421
R102.4e.1,587
R102.4e.2,866
R102.4e.3,652
R102.5a.1,1331
R102.5b.1,1341
R102.5b.2,1270
R102.6.1,1159
R102.6.2,1165
R102.8.1,580
R102.9.1,596
R105.1.1,699
R105.5.1,580
R106.2.1,1492
R107.1a.1,1703
R107.1b.1,1956
R107.2.1,998
R107.4a.1,2702
R107.4a.2,2634
R107.4a.3,2667
R107.4b.1,2764
R107.4c.1,2758
R107.4d.1,2966
R107.4d.2,2962
R107.5a.1,986
R107.5b.1,999
R107.6a.1,3332
R107.6a.2,3302
R107.6b.1,3341
R107.6b.2,3311
R107.7.1,749
R107.7.2,820
R107.7.3,700
R107.8.1,4847
R107.8.2,4843
R107.9.1,153
R10A10.1.1,276
R10A10.2.1,664
R10D12.1.1,1674
R10D12.1.2,1685
R10D12.10.1,1609
R10D12.11.1,957
R10D12.12.1,650
R10D12.13a.1,949
R10D12.13b.1,955
R10D12.13c.1,730
R10D12.14a.1,1531
R10D12.14b.1,1537
R10D12.14c.1,1594
R10D12.14d.1,1539
R10D12.14e.1,982
R10D12.14f.1,919
R10D12.15a.1,1399
R10D12.15b.1,1368
R10D12.17.1,1695
R10D12.17.2,1529
R10D12.2.1,1128
R10D12.4.1,1036
R10D12.5.1,912
R10D12.6.1,276
R10D12.7.1,276
R10D12.8.1,1919
R10D12.9.1,754
R10D12.9.2,835
R10E11.1a.1,7092
R10E11.1a.2,6657
R10E11.1b.1,7125
R10E11.1b.2,6690
R10E11.1c.1,7005
R10E11.1c.2,6570
R10E11.2.1,964
R10E11.2.2,729
R10E11.2.3,760
R10E11.2.4,815
R10E11.2.5,892
R10E11.2.6,824
R10E11.2.7,784
R10E11.2.8,774
R10E11.3a.1,1530
R10E11.3a.2,1624
R10E11.3b.1,1499
R10E11.4.1,1179
R10E11.5a.1,1465
R10E11.5b.1,546
R10E11.6a.1,1358
R10E11.6a.2,1582
R10E11.6b.1,1587
R10E11.7.1,1033
R10E11.8.1,815
R10E11.8.2,662
R10E11.9.1,633
R10E12.1a.1,2758
R10E12.1b.1,2827
R10E12.1b.2,2863
R10E12.1c.1,2722
R10E12.1d.1,1668
R10E12.2.1,1462
R10E12.2.2,1408
R10E4.1.1,1405
R10E4.1.2,1459
R10E4.11a.1,2159
R10E4.11a.2,1410
R10E4.11a.3,2170
R10E4.11b.1,1472
R10E4.11c.1,924
R10E4.2a.1,2330
R10E4.2a.2,2147
R10E4.2a.3,2546
R10E4.2a.4,2328
R10E4.2a.5,2301
R10E4.2b.1,2486
R10E4.2b.2,2462
R10E4.2c.1,1608
R10E4.2d.1,1444
R10E4.2e.1,1467
R10E4.2f.1,2321
R10E4.2f.2,2532
R10E4.2f.3,2313
R10E4.2f.4,2286
R10E4.2g.1,2396
R10E4.2g.2,2615
R10E4.2g.3,2369
R10E4.2i.1,2469
R10E4.2i.2,2445
R10E4.2j.1,2100
R10E4.2k.1,2056
R10E4.2l.1,2436
R10E4.2l.2,2412
R10E4.2m.1,2358
R10E4.2m.2,2334
R10E4.2n.1,2280
R10E4.2n.2,2278
R10E4.2n.3,2251
R10E4.2n.4,2255
R10E4.2o.1,2065
R10E4.2q.1,2371
R10E4.2r.1,1275
R10E4.3.1,945
R10E4.4.1,2418
R10E4.4.2,2437
R10E4.5a.1,1024
R10E4.5b.1,785
R10E4.5c.1,527
R10E4.5d.1,1001
R10E4.6.1,1269
R10E4.7.1,792
R10E4.9.1,679
R10E4.9.2,744
R10E8.1a.1,2301
R10E8.1a.2,2275
R10E8.1a.3,2344
R10E8.1a.4,1986
R10E8.1a.5,1722
R10E8.1a.6,1442
R10E8.1a.7,1527
R10E8.2.1,781
R10E8.3.1,1853
R10E8.3.2,1859
R10E8.5.1,930
R10E8.6.1,5012
R10E8.8.1,1109
R10E8.8.2,964
R10E8.8.3,1119
R10E9.1.1,2263
R10E9.1.2,2262
R10E9.1.3,2261
R10E9.1.4,2259
R10E9.1.5,2216
R10E9.2.1,1129
R10E9.3a.1,822
R10E9.3b.1,766
R10E9.4.1,42
R10F2.1.1,8808
R10F2.1.2,8463
R10F2.1.3,8542
R10F2.4.1,1276
R10F2.5.1,663
R10F2.6.1,3583
R10H1.1.1,824
R10H1.2.1,1271
R10H1.4.1,576
R10H1.5.1,1742
R10H10.1.1,780
R10H10.2.1,1817
R10H10.2.2,1844
R10H10.3.1,1190
R10H10.3.2,1196
R10H10.4.1,319
R10H10.5.1,1549
R10H10.6.1,547
R10H10.7.1,2820
R11.1.1,987
R11.2.1,1101
R11.3.1,1390
R11.4.1,354
R119.2.1,1862
R119.3.1,883
R119.4.1,2313
R119.4.2,2325
R119.5a.1,2129
R119.5b.1,2107
R119.6.1,1941
R119.6.2,1887
R119.7a.1,2400
R119.7a.2,2060
R119.7b.1,2377
R119.7b.2,2332
R119.7b.3,2232
R119.7b.4,1401
R119.7b.5,865
R11A5.1a.1,2946
R11A5.1b.1,2916
R11A5.2.1,1266
R11A5.3.1,898
R11A5.4a.1,2363
R11A5.4a.2,2301
R11A5.4a.3,2304
R11A5.4a.4,2427
R11A5.4a.5,2324
R11A5.4a.6,2275
R11A5.4b.1,3410
R11A5.4b.2,2546
R11A5.4b.3,2378
R11A5.4c.1,2425
R11A5.4c.10,2133
R11A5.4c.11,2178
R11A5.4c.12,2004
R11A5.4c.13,2325
R11A5.4c.14,2154
R11A5.4c.15,2098
R11A5.4c.16,1764
R11A5.4c.2,2381
R11A5.4c.3,2232
R11A5.4c.4,2206
R11A5.4c.5,2092
R11A5.4c.6,2136
R11A5.4c.7,2354
R11A5.4c.8,2187
R11A5.4c.9,2181
R11A5.4d.1,2260
R11A5.4d.10,2185
R11A5.4d.11,2181
R11A5.4d.12,2158
R11A5.4d.13,2155
R11A5.4d.14,2158
R11A5.4d.2,2217
R11A5.4d.3,2080
R11A5.4d.4,2206
R11A5.4d.5,2207
R11A5.4d.6,2209
R11A5.4d.7,2184
R11A5.4d.8,2184
R11A5.4d.9,2186
R11A5.6.1,342
R11A5.7.1,2286
R11A8.1a.1,1837
R11A8.1b.1,1734
R11A8.2.1,1473
R11A8.3.1,1544
R11A8.4a.1,2053
R11A8.4a.2,2034
R11A8.4b.1,1903
R11A8.5.1,1223
R11A8.5.2,1357
R11A8.6.1,3597
R11A8.6.2,3804
R11A8.6.3,3908
R11A8.7a.1,8484
R11A8.7b.1,8416
R11A8.7c.1,4794
R11A8.7d.1,4860
R11A8.7e.1,5028
R11A8.7f.1,8484
R11A8.7g.1,8420
R11A8.7h.1,5034
R11A8.7i.1,8432
R11A8.7j.1,8426
R11A8.8.1,932
R11B5.1.1,2397
R11D1.10a.1,1264
R11D1.11.1,902
R11D1.12a.1,398
R11D1.12b.1,117
R11D1.13.1,399
R11D1.1a.1,2070
R11D1.1a.2,2002
R11D1.1b.1,2078
R11D1.1b.2,2005
R11D1.1c.1,2064
R11D1.1d.1,2067
R11D1.2.1,1370
R11D1.3.1,664
R11D1.3.2,680
R11D1.4.1,591
R11D1.5.1,1163
R11D1.6.1,1041
R11D1.7.1,1386
R11D1.8.1,432
R11D1.8.2,551
R11D1.8.3,450
R11D1.8.4,432
R11D1.9.1,655
R11E3.1.1,2757
R11E3.19.1,467
R11E3.2.1,1668
R11E3.4.1,2386
R11E3.5a.1,1767
R11E3.5b.1,807
R11E3.5c.1,1400
R11E3.5d.1,1301
R11E3.6a.1,2920
R11E3.6b.1,1066
R11E3.7a.1,2161
R11E3.7a.2,2190
R11E3.7b.1,2191
R11E3.7b.2,2104
R11E3.8a.1,2361
R11E3.8a.2,2269
R11E3.8b.1,1878
R11E3.8b.2,1792
R11F4.1.1,1858
R11F4.1.2,1769
R11F4.1.3,1955
R11F4.2a.1,1059
R11F4.2b.1,1390
R11F4.2b.2,1407
R11G1.1.1,5315
R11G1.11.1,399
R11G1.2.1,621
R11G1.2.2,621
R11G1.3.1,807
R11G1.4a.1,1781
R11G1.4b.1,1779
R11G1.4b.2,1877
R11G1.4b.3,1842
R11G1.6a.1,3077
R11G1.6b.1,3083
R11G1.6c.1,2795
R11G1.6d.1,2789
R11G1.6d.2,2844
R11G1.7.1,381
R11G10.1a.1,2221
R11G10.1b.1,1671
R11G10.1b.2,1832
R11G10.1c.1,694
R11G10.2.1,1628
R11G10.3.1,1090
R11G10.4.1,221
R11G11.1.1,1312
R11G11.1.2,1353
R11G11.12a.1,1325
R11G11.13.1,1101
R11G11.14.1,1437
R11G11.16.1,258
R11G11.2.1,1316
R11G11.5.1,591
R11G11.6.1,535
R11G11.7.1,536
R11G11.9.1,1038
R11H6.1.1,1541
R11H6.1.2,1649
R11H6.1.3,1682
R11H6.2.1,1562
R11H6.2.2,1629
R11H6.3a.1,1055
R11H6.3a.2,1087
R11H6.3b.1,1042
R11H6.3c.1,1069
R11H6.3c.2,1101
R11H6.4a.1,502
R11H6.4b.1,262
R11H6.4c.1,591
R11H6.5.1,1366
R12A1.2a.1,1631
R12A1.2b.1,1432
R12A1.2c.1,1340
R12A1.2d.1,1535
R12A1.3a.1,1261
R12A1.3b.1,760
R12A1.4.1,1743
R12B2.13.1,219
R12B2.1a.1,1904
R12B2.1a.2,1882
R12B2.1a.3,1839
R12B2.1b.1,709
R12B2.2.1,1084
R12B2.3.1,755
R12B2.4.1,1596
R12B2.5a.1,3788
R12B2.5a.2,4257
R12B2.5a.3,3097
R12B2.5a.4,3723
R12B2.5b.1,3780
R12B2.5b.2,3088
R12B2.5b.3,3714
R12B2.6.1,289
R12B2.6.2,335
R12B2.7.1,417
R12B2.8.1,499
R12C12.10.1,397
R12C12.10.2,413
R12C12.1a.1,3040
R12C12.1a.2,3128
R12C12.1b.1,2832
R12C12.2.1,1290
R12C12.3.1,1143
R12C12.5.1,938
R12C12.5.2,996
R12C12.5.3,896
R12C12.6a.1,903
R12C12.6b.1,507
R12C12.7.1,755
R12C12.7.2,1154
R12C12.9a.1,985
R12C12.9a.2,1041
R12C12.9b.1,968
R12E2.1.1,1908
R12E2.10.1,2364
R12E2.11.1,1100
R12E2.11.2,1215
R12E2.12.1,752
R12E2.12.2,1677
R12E2.13.1,746
R12E2.14.1,316
R12E2.15.1,314
R12E2.15.2,276
R12E2.2.1,2878
R12E2.2.2,2773
R12E2.2.3,2980
R12E2.2.4,2799
R12E2.3.1,1234
R12E2.4a.1,1356
R12E2.4b.1,1697
R12E2.5.1,1459
R12E2.5.2,1470
R12E2.5.3,1432
R12E2.5.4,1746
R12E2.5.5,1436
R12E2.6.1,352
R12E2.7.1,399
R12E2.7.2,406
R12E2.8.1,813
R12E2.9.1,1243
R12E2.9.2,1279
R12G8.1.1,630
R12G8.2.1,1694
R12H7.1a.1,2103
R12H7.1a.2,2187
R12H7.1a.3,2157
R12H7.1b.1,1868
R12H7.2.1,1468
R12H7.3.1,1076
R12H7.3.2,1089
R12H7.3.3,790
R12H7.4.1,1357
R12H7.5.1,627
R12H7.5.2,648
R12H7.5.3,707
R13.2.1,904
R13.3.1,1813
R13.4a.1,3394
R13.4a.2,3404
R13.4b.1,2871
R13.4c.1,3344
R134.1a.1,3423
R134.1b.1,3417
R13A1.1.1,305
R13A1.10.1,1017
R13A1.2a.1,4114
R13A1.2b.1,3886
R13A1.2c.1,4249
R13A1.2d.1,4075
R13A1.2e.1,3979
R13A1.3.1,1100
R13A1.3.2,998
R13A1.4a.1,2496
R13A1.4b.1,2493
R13A1.4c.1,2499
R13A1.4d.1,2376
R13A1.5.1,619
R13A1.8.1,1086
R13A1.8.2,1149
R13A1.9.1,1705
R13A5.10.1,561
R13A5.11.1,1434
R13A5.12.1,1723
R13A5.12.2,1818
R13A5.15.1,1147
R13A5.1a.1,2241
R13A5.1a.2,2266
R13A5.1b.1,2585
R13A5.1b.2,2610
R13A5.1c.1,2217
R13A5.1d.1,2242
R13A5.1d.2,2267
R13A5.1e.1,2254
R13A5.1e.2,2279
R13A5.3.1,593
R13A5.3.2,521
R13A5.4.1,1287
R13A5.5.1,1088
R13A5.5.2,1131
R13A5.6.1,474
R13A5.7.1,1562
R13A5.8.1,626
R13A5.8.2,695
R13A5.8.3,695
R13A5.8.4,685
R13A5.9.1,2089
R13D11.1.1,948
R13D11.10.1,346
R13D11.3.1,900
R13D11.4a.1,772
R13D11.4b.1,544
R13D11.4c.1,315
R13D11.6a.1,999
R13D11.6b.1,123
R13D11.8a.1,1295
R13D11.9.1,897
R13D7.1.1,1008
R13D7.10.1,1068
R13D7.11.1,375
R13D7.2.1,1132
R13D7.3.1,1008
R13D7.4.1,903
R13D7.6.1,930
R13D7.7.1,773
R13F6.1.1,574
R13F6.10.1,3453
R13F6.10.2,3262
R13F6.3.1,1165
R13F6.3.2,1352
R13F6.3.3,1244
R13F6.4a.1,8542
R13F6.4a.2,8546
R13F6.4c.1,3261
R13F6.4d.1,8734
R13F6.4e.1,9128
R13F6.4f.1,8906
R13F6.5.1,816
R13F6.6a.1,2448
R13F6.6b.1,2411
R13F6.6b.2,1986
R13F6.6b.3,1269
R13F6.6c.1,2434
R13F6.8.1,698
R13F6.9.1,1339
R13G10.1.1,5303
R13G10.2.1,2643
R13G10.4.1,2169
R13H4.1.1,3993
R13H4.2a.1,877
R13H4.2a.2,881
R13H4.2c.1,776
R13H4.2c.2,817
R13H4.2e.1,940
R13H4.2e.2,929
R13H4.3.1,1291
R13H4.4a.1,3179
R13H4.4b.1,3189
R13H4.4c.1,592
R13H4.4d.1,3267
R13H4.4e.1,2653
R13H4.4f.1,2808
R13H4.5.1,1200
R13H4.6a.1,871
R13H4.6b.1,727
R13H4.6c.1,880
R13H4.7a.1,1265
R13H4.7b.1,1217
R13H4.8.1,705
R13H7.1.1,861
R13H7.2a.1,2255
R13H7.2b.1,2074
R13H7.2c.1,1967
R13H7.2d.1,2140
R13H7.2e.1,2228
R13H7.2f.1,1784
R13H7.2g.1,2383
R13H7.2h.1,1718
R13H7.2i.1,1899
R13H8.1a.1,2765
R13H8.1a.2,2352
R13H8.1b.1,2699
R13H8.1b.2,2286
R13H8.1c.1,2705
R13H8.1c.2,2292
R13H8.1d.1,2636
R13H8.1d.2,2223
R13H8.1e.1,2084
R13H8.1e.2,1671
R13H8.1f.1,2726
R13H8.1f.2,2313
R13H8.1h.1,2798
R13H8.1h.2,2385
R13H8.1i.1,2720
R13H8.1i.2,2307
R13H8.1k.1,2630
R13H8.1k.2,2217
R13H8.1l.1,2396
R13H8.1l.2,1983
R13H8.1m.1,2390
R13H8.1m.2,1977
R13H9.1.1,819
R13H9.2.1,462
R13H9.4.1,511
R13H9.4.2,505
R13H9.4.3,555
R13H9.5.1,1073
R13H9.6.1,1237
R144.1.1,3041
R144.10.1,798
R144.11.1,1037
R144.12.1,1144
R144.13.1,642
R144.19.1,165
R144.2a.1,3017
R144.2a.2,3081
R144.2a.3,3082
R144.2a.4,3029
R144.2b.1,937
R144.2b.2,928
R144.3a.1,768
R144.3b.1,785
R144.4a.1,1396
R144.4b.1,1409
R144.5.1,1592
R144.6.1,1160
R144.7a.1,3637
R144.7b.1,4633
R144.9.1,641
R148.1a.1,1508
R148.1b.1,1420
R148.2.1,918
R148.3a.1,4124
R148.3a.2,4019
R148.3a.3,3483
R148.3b.1,4087
R148.4a.1,1130
R148.4b.1,1317
R148.5a.1,1865
R148.5a.2,1981
R148.5b.1,2061
R148.6.1,517
R148.7.1,818
R151.10.1,1063
R151.10.2,1053
R151.1a.1,2211
R151.1b.1,2024
R151.1c.1,1527
R151.1d.1,768
R151.2a.1,1797
R151.2a.2,1382
R151.2b.1,1824
R151.2b.10,2041
R151.2b.11,1933
R151.2b.12,1832
R151.2b.13,1777
R151.2b.2,1818
R151.2b.3,1680
R151.2b.4,1265
R151.2b.5,2060
R151.2b.6,2059
R151.2b.7,1596
R151.2b.8,1839
R151.2b.9,1936
R151.2c.1,1780
R151.2c.2,1183
R151.2d.1,2059
R151.2d.2,1644
R151.2d.3,1953
R151.3.1,696
R151.3.2,711
R151.3.3,769
R151.3.4,785
R151.5a.1,2015
R151.5a.2,2078
R151.6.1,1008
R151.6.2,1061
R151.7a.1,2139
R151.7a.2,2153
R151.7b.1,1557
R151.7b.2,1571
R151.8.1,2363
R151.9.1,591
R153.1a.1,2584
R153.1b.1,2777
R153.1c.1,2747
R153.1c.2,3455
R153.1d.1,2942
R153.1e.1,2755
R153.1e.2,3118
R153.1e.3,2731
R153.1e.4,2673
R153.1f.1,1335
R153.1g.1,3221
R153.1h.1,2695
R155.1a.1,1571
R155.1a.2,1609
R155.1b.1,1618
R155.1b.2,1605
R155.1b.3,1609
R155.1b.4,1619
R155.1b.5,1615
R155.1b.6,1555
R155.1b.7,1509
R155.1b.8,1203
R155.2.1,3880
R155.3.1,3831
R155.4.1,2622
R155.5.1,332
R160.10.1,338
R160.12.1,165
R160.13.1,204
R160.14.1,240
R160.1a.1,1974
R160.1b.1,1956
R160.2.1,246
R160.3.1,747
R160.4.1,258
R160.5a.1,311
R160.5b.1,416
R160.6.1,234
R160.7.1,2627
R166.1a.1,2872
R166.1a.2,2862
R166.1a.3,2710
R166.2.1,2071
R166.3.1,731
R166.4.1,1712
R166.5a.1,4274
R166.5b.1,4217
R166.5b.2,4319
R166.5b.3,4193
R166.5b.4,4127
R17.1.1,1128
R17.2.1,2038
R17.3a.1,2190
R17.3a.2,2254
R17.3b.1,2157
R17.3b.2,2221
R17.3c.1,1621
R173.1.1,1091
R173.3.1,2373
R173.3.2,2410
R173.4.1,420
R186.1.1,1106
R186.2a.1,1032
R186.2b.1,180
R186.3.1,925
R186.4.1,1365
R186.5a.1,1655
R186.5b.1,1654
R186.5c.1,1679
R186.6.1,1356
R186.6.2,1370
R186.7.1,1366
R186.8.1,381
R186.8.2,322
R193.1.1,495
R193.2.1,5916
R193.6.1,190
R31.1a.1,13475
R31.1b.1,12674
R31.1c.1,12425
R31.1d.1,12586
R31.1e.1,13145
R31.1f.1,12095
R31.2a.1,1791
R31.2b.1,1476
R31.2c.1,975
R31.2d.1,1145
R31.3.1,1464
R52.1.1,1210
R52.4.1,516
R52.5.1,552
R52.6.1,710
R52.7.1,1082
R52.9.1,1650
R53.1a.1,1695
R53.1b.1,1668
R53.1c.1,1392
R53.1d.1,1251
R53.2.1,871
R53.2.2,843
R53.2.3,904
R53.3a.1,1824
R53.3b.1,2339
R53.4.1,663
R53.4.2,555
R53.4.3,689
R53.5.1,736
R53.5.2,846
R53.5.3,747
R53.6.1,669
R53.6.2,683
R53.7a.1,1884
R53.7a.2,2098
R53.7b.1,2082
R53.8.1,600
R57.1a.1,2404
R57.1b.1,1757
R57.1c.1,2354
R57.2.1,775
R74.1.1,3771
R74.1.2,3751
R74.1.3,3945
R74.10.1,446
R74.2.1,1081
R74.3a.1,1423
R74.3b.1,1446
R74.3b.2,1430
R74.3b.3,1375
R74.3c.1,1361
R74.4a.1,1422
R74.4b.1,1557
R74.5a.1,1663
R74.5a.2,1692
R74.5b.1,1688
R74.5b.2,1445
R74.5b.3,1439
R74.5b.4,1673
R74.5b.5,1677
R74.5b.6,1789
R74.5b.7,1679
R74.5b.8,1741
R74.5c.1,1604
R74.6.1,1375
R74.7.1,1159
R74.8a.1,1697
